msisdn,called_number,call_time,duration,call_status,call_type
0512000001,+34612345678,2025-06-03 07:36:55,12,abouti,international
0512000001,0541200006,2025-06-01 12:34:38,25,abouti,national
0512000003,0544400002,2025-06-01 20:00:21,18,abouti,national
0512000002,+49172345678,2025-06-04 16:41:11,8,abouti,international
0512000001,+44789123456,2025-06-02 10:58:38,28,echoue,international
0512000001,+34698765432,2025-06-01 07:14:15,17,abouti,international
0512000001,+49176543210,2025-06-01 07:00:33,12,abouti,international
0512000002,0541200008,2025-06-04 17:27:49,23,abouti,national
0512000001,0541200001,2025-06-02 07:36:47,25,abouti,national
0512000002,+34612345678,2025-06-02 18:27:55,11,abouti,international
0512000001,0541200008,2025-06-03 11:31:56,17,abouti,national
0512000003,0541200002,2025-06-04 21:33:50,27,abouti,national
0512000002,0541200008,2025-06-04 15:55:05,21,abouti,national
0512000003,+49172345678,2025-06-02 21:26:50,21,abouti,international
0512000002,0541200002,2025-06-04 14:20:38,21,abouti,national
0512000003,0541200006,2025-06-01 20:57:43,19,abouti,national
0512000002,0541200002,2025-06-01 16:11:45,17,abouti,national
0512000003,0541200008,2025-06-03 22:29:35,28,echoue,national
0512000002,+49172345678,2025-06-01 14:15:31,17,abouti,international
0512000003,0541200001,2025-06-03 20:11:52,19,echoue,national
0512000001,+44712345678,2025-06-01 07:47:40,21,abouti,international
0512000001,0541200003,2025-06-04 07:38:36,24,abouti,national
0512000002,0541200006,2025-06-03 17:01:48,21,abouti,national
0512000001,0541200003,2025-06-04 09:00:04,23,abouti,national
0512000003,+34698765432,2025-06-01 19:28:22,25,abouti,international
0512000003,0541200005,2025-06-04 19:46:35,21,abouti,national
0512000003,0541200001,2025-06-02 21:28:26,23,abouti,national
0512000003,0541200006,2025-06-04 20:47:01,27,echoue,national
0512000003,0541200004,2025-06-03 20:42:39,18,abouti,national
0512000001,0541200003,2025-06-03 07:02:49,18,abouti,national
0512000002,0541200005,2025-06-02 14:18:04,12,echoue,national
0512000002,0541200008,2025-06-02 14:15:34,26,abouti,national
0512000001,+49176543210,2025-06-04 09:53:26,12,abouti,international
0512000001,0541200001,2025-06-01 10:32:24,19,abouti,national
0512000003,+49172345678,2025-06-03 19:35:33,20,abouti,international
0512000003,+34698765432,2025-06-02 20:39:13,23,echoue,international
0512000001,+34698765432,2025-06-03 09:39:36,23,abouti,international
0512000001,0541200007,2025-06-01 11:03:23,9,abouti,national
0512000003,0544400001,2025-06-02 20:49:02,12,abouti,national
0512000003,0541200005,2025-06-01 19:02:30,13,abouti,national
0512000002,+49172345678,2025-06-04 14:42:53,16,abouti,international
0512000002,+44712345678,2025-06-04 16:32:04,25,abouti,international
0512000003,+49176543210,2025-06-03 19:46:03,19,abouti,international
0512000002,0541200001,2025-06-04 18:09:16,23,abouti,national
0512000003,0544400001,2025-06-02 20:01:01,183,abouti,national
0512000002,0543300002,2025-06-01 13:28:31,106,abouti,national
0512000002,0541200007,2025-06-02 13:44:46,14,abouti,national
0512000003,+44789123456,2025-06-03 21:35:41,27,echoue,international
0512000001,0541200002,2025-06-01 09:03:17,13,abouti,national
0512000003,0544400002,2025-06-03 21:28:05,26,abouti,national
0512000003,0541200005,2025-06-02 19:08:56,20,abouti,national
0512000001,0542200002,2025-06-02 09:49:52,118,abouti,national
0512000001,+49176543210,2025-06-04 10:05:08,16,abouti,international
0512000002,+34612345678,2025-06-01 14:43:19,28,abouti,international
0512000002,0541200003,2025-06-03 13:26:21,11,abouti,national
0512000003,+34698765432,2025-06-04 22:16:22,13,abouti,international
0512000003,0541200006,2025-06-04 21:06:30,18,abouti,national
0512000002,+49176543210,2025-06-03 13:34:20,18,abouti,international
0512000002,+49172345678,2025-06-03 13:53:12,25,abouti,international
0512000001,0541200001,2025-06-02 10:31:25,19,abouti,national
0540100001,0669000005,2025-06-01 13:00:33,396,abouti,national
0512000002,+34612345678,2025-06-03 16:25:28,12,echoue,international
0512000003,+44712345678,2025-06-03 22:03:12,23,abouti,international
0512000003,0541200008,2025-06-03 20:04:55,26,abouti,national
0512000001,0541200001,2025-06-01 10:22:46,22,abouti,national
0512000001,0541200001,2025-06-04 12:20:35,8,abouti,national
0512000002,0541200004,2025-06-01 18:03:56,22,abouti,national
0512000001,+44712345678,2025-06-03 09:16:33,12,abouti,international
0512000002,+34698765432,2025-06-02 14:55:44,18,abouti,international
0512000002,0543300002,2025-06-03 14:02:50,11,echoue,national
0512000002,0541200002,2025-06-04 14:57:23,12,abouti,national
0512000003,0541200001,2025-06-02 21:27:03,28,abouti,national
0512000001,+34698765432,2025-06-04 09:55:01,28,abouti,international
0512000002,0541200004,2025-06-02 17:28:55,22,abouti,national
0512000001,0541200003,2025-06-03 08:03:06,17,echoue,national
0512000002,0541200002,2025-06-04 15:59:58,15,abouti,national
0512000002,0541200003,2025-06-01 13:52:16,22,abouti,national
0512000002,0541200004,2025-06-01 17:14:49,21,echoue,national
0512000003,0541200001,2025-06-04 22:03:58,28,abouti,national
0512000001,0541200004,2025-06-04 12:03:38,28,abouti,national
0512000001,+44789123456,2025-06-02 07:09:20,15,abouti,international
0512000001,0541200006,2025-06-01 09:30:40,14,abouti,national
0512000002,0541200002,2025-06-03 14:15:32,8,abouti,national
0512000002,0541200002,2025-06-03 14:11:42,16,echoue,national
0512000002,0541200005,2025-06-03 17:39:43,8,abouti,national
0512000003,0541200005,2025-06-04 19:36:04,10,abouti,national
0512000001,0541200002,2025-06-04 08:45:58,27,abouti,national
0512000002,+44789123456,2025-06-02 15:39:59,13,abouti,international
0512000003,0541200001,2025-06-02 19:03:21,11,abouti,national
0512000002,+49172345678,2025-06-03 13:44:48,11,abouti,international
0512000001,0541200004,2025-06-02 12:29:52,20,abouti,national
0512000001,0541200003,2025-06-01 07:33:53,8,abouti,national
0512000001,0541200008,2025-06-03 11:49:12,23,abouti,national
0512000001,0541200006,2025-06-04 11:13:36,16,echoue,national
0512000002,0541200005,2025-06-03 14:58:16,11,abouti,national
0512000002,+44712345678,2025-06-03 18:16:03,15,abouti,international
0512000003,0541200003,2025-06-03 20:36:18,17,echoue,national
0512000003,0541200003,2025-06-04 20:43:43,12,echoue,national
0512000001,0541200008,2025-06-03 07:07:45,28,abouti,national
0512000002,0541200006,2025-06-04 18:55:53,17,abouti,national
0512000003,0541200003,2025-06-02 22:24:46,25,abouti,national
0512000002,0541200007,2025-06-01 13:30:27,10,abouti,national
0512000002,0543300001,2025-06-04 16:14:01,28,abouti,national
0512000003,0541200008,2025-06-04 20:39:16,21,echoue,national
0512000001,0541200001,2025-06-03 12:55:05,17,echoue,national
0512000002,0541200002,2025-06-02 14:12:57,13,echoue,national
0512000001,+49172345678,2025-06-01 12:20:54,18,abouti,international
0512000002,0541200003,2025-06-03 16:25:31,11,abouti,national
0512000002,+49176543210,2025-06-02 17:09:13,18,abouti,international
0512000002,0541200002,2025-06-04 14:59:27,16,echoue,national
0512000001,0541200002,2025-06-02 11:35:34,12,echoue,national
0512000003,+44712345678,2025-06-04 22:29:50,18,abouti,international
0512000003,0541200002,2025-06-03 19:13:28,19,abouti,national
0512000003,0541200001,2025-06-01 19:51:28,14,abouti,national
0512000002,0541200005,2025-06-02 16:14:50,10,echoue,national
0512000002,+44712345678,2025-06-01 15:29:39,11,echoue,international
0512000002,0541200001,2025-06-04 18:04:06,15,abouti,national
0512000001,+44789123456,2025-06-01 07:08:44,13,abouti,international
0512000002,+49172345678,2025-06-04 13:47:43,17,abouti,international
0512000002,0541200007,2025-06-02 13:55:45,13,abouti,national
0512000001,0541200001,2025-06-01 11:06:31,20,abouti,national
0512000002,0541200002,2025-06-03 13:13:08,21,abouti,national
0512000002,0541200002,2025-06-04 17:23:10,24,echoue,national
0512000002,0541200002,2025-06-04 13:25:15,12,abouti,national
0512000001,0542200002,2025-06-04 09:29:42,64,abouti,national
0512000001,+34612345678,2025-06-04 07:20:35,10,abouti,international
0512000001,0541200001,2025-06-03 12:07:00,27,abouti,national
0540100001,0669000004,2025-06-03 19:24:13,154,abouti,national
0512000003,+34612345678,2025-06-01 20:24:49,28,abouti,international
0512000001,0541200004,2025-06-01 12:38:15,25,abouti,national
0540100001,0669000003,2025-06-04 16:07:09,285,abouti,national
0512000001,0541200007,2025-06-03 10:51:39,19,echoue,national
0512000001,+49176543210,2025-06-01 08:51:17,12,echoue,international
0512000003,+34698765432,2025-06-04 19:02:10,25,abouti,international
0512000003,0541200003,2025-06-01 19:55:18,13,abouti,national
0512000001,0541200001,2025-06-03 09:29:47,17,echoue,national
0512000002,+49172345678,2025-06-04 16:10:15,12,abouti,international
0512000001,0541200001,2025-06-02 08:20:22,13,abouti,national
0512000003,0541200006,2025-06-04 21:37:51,15,abouti,national
0512000001,+44712345678,2025-06-02 07:28:48,26,abouti,international
0512000002,0541200005,2025-06-01 13:36:46,22,abouti,national
0512000003,0541200007,2025-06-03 20:58:07,19,echoue,national
0512000002,+44712345678,2025-06-04 18:30:58,27,abouti,international
0512000002,0541200007,2025-06-01 15:27:21,26,abouti,national
0512000001,0541200005,2025-06-02 08:21:44,8,abouti,national
0512000002,0541200006,2025-06-03 16:04:23,20,abouti,national
0512000003,+34612345678,2025-06-04 19:50:56,28,abouti,international
0512000002,0541200008,2025-06-02 14:04:23,11,abouti,national
0512000002,+44712345678,2025-06-04 14:31:56,18,echoue,international
0512000001,+44789123456,2025-06-01 11:34:24,26,abouti,international
0512000003,0541200008,2025-06-03 19:47:00,18,abouti,national
0512000001,0541200001,2025-06-03 12:43:08,24,abouti,national
0512000002,0541200002,2025-06-02 13:35:45,25,abouti,national
0512000002,0543300001,2025-06-02 14:31:09,8,abouti,national
0512000002,0541200006,2025-06-04 18:56:29,21,abouti,national
0512000003,+49176543210,2025-06-01 19:47:32,16,abouti,international
0512000002,0541200002,2025-06-01 15:37:11,21,abouti,national
0512000001,0541200008,2025-06-03 07:01:11,26,abouti,national
0512000003,+49172345678,2025-06-01 20:09:07,17,abouti,international
0512000001,0541200008,2025-06-01 09:26:19,22,abouti,national
0512000002,0541200007,2025-06-04 18:43:13,16,abouti,national
0512000001,+44789123456,2025-06-01 08:35:23,15,abouti,international
0512000003,0541200007,2025-06-01 22:27:34,13,echoue,national
0512000002,0541200001,2025-06-01 15:08:00,11,abouti,national
0512000003,+34698765432,2025-06-02 19:32:37,27,abouti,international
0512000002,+44712345678,2025-06-04 14:28:26,25,echoue,international
0512000003,+49172345678,2025-06-04 20:22:24,8,abouti,international
0512000003,+44712345678,2025-06-03 19:55:16,23,abouti,international
0512000002,0541200007,2025-06-02 17:04:59,21,echoue,national
0512000001,0541200006,2025-06-04 07:16:58,20,abouti,national
0540100001,0669000003,2025-06-02 19:29:38,356,abouti,national
0512000002,+49176543210,2025-06-01 18:26:54,26,abouti,international
0512000002,0541200008,2025-06-03 18:44:43,18,abouti,national
0512000001,0541200008,2025-06-01 07:55:30,25,abouti,national
0512000003,0541200001,2025-06-04 22:27:04,17,abouti,national
0512000001,+44712345678,2025-06-02 10:58:49,18,abouti,international
0512000002,0543300001,2025-06-04 17:20:27,87,abouti,national
0512000001,0541200006,2025-06-02 12:55:39,15,abouti,national
0512000003,0541200003,2025-06-03 19:03:27,23,abouti,national
0540100001,0669000003,2025-06-04 11:40:37,82,abouti,national
0512000002,0541200004,2025-06-04 17:58:05,13,abouti,national
0512000002,0541200008,2025-06-03 13:08:52,27,abouti,national
0512000002,0541200001,2025-06-03 13:52:09,12,abouti,national
0512000003,0541200002,2025-06-01 22:08:08,14,abouti,national
0512000002,+49176543210,2025-06-02 17:46:57,10,abouti,international
0512000003,0541200004,2025-06-04 20:07:29,15,abouti,national
0512000001,0541200001,2025-06-03 10:35:51,17,abouti,national
0512000002,+44789123456,2025-06-01 13:07:36,19,abouti,international
0512000001,0541200007,2025-06-02 07:56:52,21,abouti,national
0512000002,0541200004,2025-06-01 17:29:49,14,abouti,national
0512000002,+49176543210,2025-06-03 14:37:22,27,abouti,international
0512000002,0541200006,2025-06-03 15:33:08,25,abouti,national
0512000002,0541200006,2025-06-04 16:25:12,11,abouti,national
0512000003,+44789123456,2025-06-04 19:48:25,10,abouti,international
0512000002,0541200004,2025-06-04 13:03:33,19,abouti,national
0512000003,0541200001,2025-06-02 21:01:28,24,abouti,national
0512000003,+49172345678,2025-06-03 21:45:01,17,abouti,international
0512000003,+44789123456,2025-06-04 19:37:53,17,abouti,international
0512000001,0541200006,2025-06-04 07:50:55,22,abouti,national
0512000003,0541200005,2025-06-02 20:07:35,19,abouti,national
0512000002,0541200006,2025-06-02 15:49:54,13,abouti,national
0512000003,+34698765432,2025-06-04 19:21:01,12,abouti,international
0512000003,+44789123456,2025-06-03 19:16:40,19,abouti,international
0512000002,+34612345678,2025-06-03 16:23:11,11,abouti,international
0512000001,0541200008,2025-06-01 07:37:38,28,abouti,national
0512000003,+49176543210,2025-06-01 19:09:35,28,abouti,international
0512000002,0541200005,2025-06-02 16:41:45,26,abouti,national
0512000002,0541200003,2025-06-02 16:25:59,18,abouti,national
0512000002,+34698765432,2025-06-01 17:37:20,18,abouti,international
0512000001,0541200005,2025-06-04 11:39:58,16,abouti,national
0512000002,+34612345678,2025-06-01 13:25:11,23,abouti,international
0512000001,0541200006,2025-06-01 07:02:42,18,abouti,national
0512000001,0541200008,2025-06-04 10:54:48,24,abouti,national
0512000002,0541200008,2025-06-04 15:34:55,20,abouti,national
0512000001,0541200004,2025-06-02 12:47:42,22,echoue,national
0512000003,0541200007,2025-06-01 20:35:38,15,abouti,national
0512000001,0541200004,2025-06-03 10:39:01,18,abouti,national
0512000001,0541200008,2025-06-04 11:49:24,13,abouti,national
0512000002,+34698765432,2025-06-01 13:58:28,16,abouti,international
0512000001,0541200007,2025-06-04 09:20:45,14,abouti,national
0512000002,+49172345678,2025-06-01 15:34:08,9,abouti,international
0512000001,0541200007,2025-06-03 11:17:53,13,abouti,national
0512000002,0541200001,2025-06-01 16:01:56,10,echoue,national
0512000001,0541200002,2025-06-03 11:13:33,9,abouti,national
0512000003,0544400001,2025-06-02 21:50:54,11,echoue,national
0512000001,0542200001,2025-06-01 09:10:40,16,abouti,national
0512000002,0543300001,2025-06-01 16:30:51,223,abouti,national
0512000001,0541200005,2025-06-01 12:00:46,24,abouti,national
0512000003,+34612345678,2025-06-04 21:54:26,23,abouti,international
0512000001,0541200002,2025-06-02 07:25:16,20,abouti,national
0512000001,0541200002,2025-06-04 07:31:01,23,abouti,national
0512000001,0541200003,2025-06-04 11:48:52,23,abouti,national
0512000001,0542200002,2025-06-01 12:04:46,128,abouti,national
0512000003,0541200008,2025-06-02 19:26:56,11,abouti,national
0512000002,0541200007,2025-06-04 15:20:56,16,abouti,national
0512000002,+34612345678,2025-06-04 13:17:59,25,abouti,international
0512000002,+49176543210,2025-06-03 18:54:50,17,abouti,international
0512000003,0541200001,2025-06-04 19:41:59,27,abouti,national
0512000001,0541200001,2025-06-02 07:41:19,26,abouti,national
0512000002,0543300001,2025-06-01 18:02:30,24,echoue,national
0512000001,0541200003,2025-06-01 12:06:02,19,echoue,national
0512000003,0541200005,2025-06-03 22:14:58,26,abouti,national
0512000001,0541200006,2025-06-04 10:57:30,17,abouti,national
0512000001,+44789123456,2025-06-04 07:50:19,22,abouti,international
0512000002,+44789123456,2025-06-03 13:13:09,15,abouti,international
0512000003,0541200007,2025-06-03 21:49:05,9,abouti,national
0512000001,0541200004,2025-06-01 08:16:05,27,abouti,national
0512000002,0541200004,2025-06-02 13:45:49,12,abouti,national
0512000001,0541200006,2025-06-04 11:51:33,12,abouti,national
0512000002,+34698765432,2025-06-01 14:24:42,11,abouti,international
0512000002,0541200001,2025-06-03 18:01:44,20,abouti,national
0512000002,0541200008,2025-06-02 13:01:29,12,abouti,national
0512000002,+49176543210,2025-06-02 16:19:01,19,abouti,international
0512000002,+34612345678,2025-06-02 18:03:18,24,abouti,international
0512000002,0541200006,2025-06-03 15:14:26,11,echoue,national
0512000002,0541200006,2025-06-03 13:33:48,13,abouti,national
0512000002,0541200001,2025-06-02 18:58:44,16,echoue,national
0512000002,0543300002,2025-06-01 16:26:15,27,abouti,national
0512000003,0541200005,2025-06-01 22:05:47,11,abouti,national
0512000002,0541200004,2025-06-04 13:36:31,22,abouti,national
0512000002,0541200008,2025-06-03 15:23:44,11,abouti,national
0512000001,0541200001,2025-06-01 10:07:25,26,abouti,national
0512000003,0544400002,2025-06-03 21:34:36,23,abouti,national
0512000001,0541200005,2025-06-04 07:54:10,19,abouti,national
0512000002,+49176543210,2025-06-01 18:03:17,21,abouti,international
0512000003,0541200006,2025-06-03 22:20:09,11,abouti,national
0512000002,+34698765432,2025-06-03 13:54:34,25,abouti,international
0512000002,0541200001,2025-06-01 13:17:49,20,abouti,national
0512000003,0541200006,2025-06-03 19:52:49,22,abouti,national
0512000001,+34698765432,2025-06-02 11:43:01,12,abouti,international
0512000001,0541200006,2025-06-02 07:58:49,19,abouti,national
0512000002,0541200001,2025-06-04 16:47:20,28,abouti,national
0512000001,0541200003,2025-06-04 09:42:27,28,echoue,national
0512000003,0541200002,2025-06-03 22:32:48,18,abouti,national
0512000001,+49172345678,2025-06-03 07:58:45,13,abouti,international
0512000002,0541200006,2025-06-04 18:24:19,25,echoue,national
0512000002,+34612345678,2025-06-02 13:32:58,19,abouti,international
0512000002,0541200005,2025-06-02 18:07:41,23,abouti,national
0512000002,0541200001,2025-06-01 13:41:40,9,abouti,national
0512000001,0541200005,2025-06-04 07:39:22,18,abouti,national
0512000002,0541200005,2025-06-02 15:53:35,17,abouti,national
0512000001,0541200007,2025-06-04 07:25:37,15,abouti,national
0512000002,0541200001,2025-06-03 13:45:19,11,abouti,national
0512000001,0541200006,2025-06-03 11:57:32,24,abouti,national
0540100001,0669000002,2025-06-03 11:29:39,182,abouti,national
0512000001,0541200004,2025-06-03 12:01:36,14,abouti,national
0512000001,+34698765432,2025-06-01 09:47:02,24,abouti,international
0512000003,+49176543210,2025-06-02 19:58:38,22,abouti,international
0512000003,0541200007,2025-06-01 19:45:29,11,abouti,national
0512000003,0541200007,2025-06-02 19:02:31,23,abouti,national
0512000002,0541200008,2025-06-02 15:02:20,13,abouti,national
0512000003,0541200004,2025-06-01 19:09:03,13,abouti,national
0512000001,0542200002,2025-06-04 10:42:18,23,echoue,national
0512000002,0541200002,2025-06-03 16:25:25,13,abouti,national
0512000002,0541200002,2025-06-03 17:15:41,10,abouti,national
0512000003,0541200007,2025-06-03 20:28:57,27,abouti,national
0512000002,0541200008,2025-06-03 16:12:18,25,abouti,national
0512000003,0541200007,2025-06-04 20:00:12,16,echoue,national
0512000002,+44789123456,2025-06-04 13:29:31,21,abouti,international
0512000002,0541200007,2025-06-02 13:02:18,16,abouti,national
0512000003,0541200005,2025-06-03 20:50:37,14,abouti,national
0512000002,+49172345678,2025-06-01 14:02:21,20,abouti,international
0512000001,0541200002,2025-06-03 09:04:18,16,abouti,national
0512000002,0543300001,2025-06-03 15:46:06,23,abouti,national
0512000002,0541200007,2025-06-04 13:54:27,18,abouti,national
0512000002,0541200002,2025-06-03 18:36:24,11,abouti,national
0512000003,+34698765432,2025-06-04 20:23:02,14,abouti,international
0512000002,0541200008,2025-06-04 13:39:32,25,abouti,national
0512000003,+34612345678,2025-06-02 19:31:39,19,abouti,international
0512000002,+34612345678,2025-06-02 14:28:39,10,abouti,international
0512000003,0541200002,2025-06-04 19:25:44,12,abouti,national
0512000001,0541200003,2025-06-03 07:18:40,11,abouti,national
0512000003,0541200004,2025-06-04 21:23:33,21,echoue,national
0512000003,0541200005,2025-06-01 21:53:15,25,abouti,national
0512000003,0541200004,2025-06-02 21:10:40,13,abouti,national
0512000002,0541200008,2025-06-03 15:29:38,21,abouti,national
0512000001,0541200002,2025-06-02 07:52:58,27,abouti,national
0512000003,0541200006,2025-06-03 21:26:01,10,abouti,national
0512000001,0541200002,2025-06-03 12:17:09,27,echoue,national
0512000002,0541200008,2025-06-03 17:43:34,13,abouti,national
0512000003,0541200008,2025-06-01 19:57:59,9,abouti,national
0512000002,0541200007,2025-06-04 13:12:26,16,abouti,national
0512000001,+49172345678,2025-06-02 10:08:37,12,abouti,international
0512000001,+34612345678,2025-06-04 11:59:51,24,abouti,international
0512000003,0541200008,2025-06-01 22:19:49,11,abouti,national
0512000001,0542200001,2025-06-01 11:15:20,14,abouti,national
0512000001,0541200005,2025-06-04 09:25:54,25,echoue,national
0512000002,+44712345678,2025-06-01 15:07:31,14,abouti,international
0512000001,0541200008,2025-06-03 07:57:09,28,abouti,national
0512000002,+49172345678,2025-06-01 13:16:10,10,abouti,international
0512000002,0541200007,2025-06-04 14:21:53,15,abouti,national
0512000001,0541200005,2025-06-03 10:16:50,18,abouti,national
0512000003,+49176543210,2025-06-01 19:54:46,12,abouti,international
0512000003,0541200002,2025-06-01 21:04:58,21,abouti,national
0512000001,0541200004,2025-06-01 10:51:57,20,echoue,national
0512000001,0541200004,2025-06-04 08:24:39,18,abouti,national
0512000003,0541200008,2025-06-02 19:26:54,26,abouti,national
0512000002,0541200001,2025-06-02 18:23:32,13,abouti,national
0512000003,+49176543210,2025-06-01 19:05:29,23,abouti,international
0512000002,0541200002,2025-06-01 14:40:44,22,abouti,national
0512000002,+44789123456,2025-06-02 13:44:39,26,abouti,international
0512000003,+34698765432,2025-06-03 19:43:08,20,abouti,international
0512000002,0541200002,2025-06-02 13:56:03,20,abouti,national
0512000002,+44789123456,2025-06-04 14:15:07,24,abouti,international
0512000001,0541200008,2025-06-03 10:59:43,28,abouti,national
0512000001,0541200006,2025-06-03 10:49:00,26,abouti,national
0512000001,0541200007,2025-06-02 11:46:01,17,abouti,national
0512000001,+44789123456,2025-06-02 12:47:02,9,abouti,international
0512000001,0541200004,2025-06-02 09:59:45,17,abouti,national
0512000001,0541200007,2025-06-01 12:11:35,28,abouti,national
0512000003,0541200001,2025-06-03 20:23:19,12,abouti,national
0512000002,0543300002,2025-06-02 13:38:48,87,abouti,national
0512000003,0541200007,2025-06-01 22:41:30,27,abouti,national
0512000002,0541200001,2025-06-04 13:27:41,14,abouti,national
0512000001,0541200004,2025-06-03 08:05:38,16,abouti,national
0512000003,0544400002,2025-06-02 20:54:44,9,abouti,national
0512000002,0541200006,2025-06-02 13:57:44,24,abouti,national
0512000002,0541200006,2025-06-02 13:50:55,28,abouti,national
0512000001,+44789123456,2025-06-04 08:37:38,22,echoue,international
0512000002,0541200007,2025-06-03 14:01:49,11,echoue,national
0512000002,0541200008,2025-06-01 13:01:57,12,abouti,national
0512000001,+44789123456,2025-06-03 12:35:32,18,abouti,international
0512000002,0541200004,2025-06-01 16:22:26,24,echoue,national
0512000001,0541200003,2025-06-02 09:35:30,8,abouti,national
0512000003,0544400002,2025-06-04 22:55:38,20,echoue,national
0512000003,+44712345678,2025-06-02 20:08:11,21,abouti,international
0512000002,+44712345678,2025-06-02 13:23:29,9,abouti,international
0512000001,0541200005,2025-06-02 12:26:48,15,abouti,national
0512000003,0541200003,2025-06-02 22:57:33,22,abouti,national
0512000001,0541200008,2025-06-01 07:00:44,23,abouti,national
0512000001,0541200004,2025-06-02 08:31:25,24,abouti,national
0540100001,0669000002,2025-06-03 11:58:00,414,abouti,national
0512000001,0542200002,2025-06-03 08:39:42,25,abouti,national
0512000001,0541200005,2025-06-01 08:00:49,8,abouti,national
0512000001,+49172345678,2025-06-03 11:36:43,12,abouti,international
0512000001,0541200002,2025-06-03 09:20:23,25,abouti,national
0512000001,0541200005,2025-06-04 08:19:36,21,abouti,national
0512000002,0541200006,2025-06-04 16:54:38,12,abouti,national
0512000002,+49172345678,2025-06-01 16:06:39,24,abouti,international
0540100001,0669000003,2025-06-03 15:47:49,473,abouti,national
0512000003,0541200005,2025-06-03 21:02:42,13,abouti,national
0512000001,0541200008,2025-06-04 10:56:39,10,abouti,national
0512000001,+34698765432,2025-06-04 07:52:12,25,abouti,international
0512000001,0541200005,2025-06-03 08:42:36,10,abouti,national
0512000001,0541200004,2025-06-04 12:46:43,13,abouti,national
0512000001,+44712345678,2025-06-03 11:36:38,17,echoue,international
0512000001,0541200001,2025-06-03 11:45:54,10,abouti,national
0512000001,0541200005,2025-06-01 08:01:11,22,abouti,national
