msisdn,called_number,call_time,duration,call_status,call_type
0612000002,0661100008,2025-06-01 14:23:43,17,abouti,national
0612000003,0661100007,2025-06-01 21:03:15,27,echoue,national
0612000002,+33788991100,2025-06-02 15:02:02,23,abouti,international
0612000001,0661100004,2025-06-04 07:04:53,15,abouti,national
0612000001,0661100002,2025-06-02 06:23:27,18,abouti,national
0612000001,+32499887766,2025-06-01 06:17:51,8,abouti,international
0612000003,+33755443322,2025-06-01 20:50:25,21,abouti,international
0612000003,+32499887766,2025-06-04 22:12:12,22,abouti,international
0612000003,0661100007,2025-06-04 18:08:39,28,abouti,national
0612000001,0661100005,2025-06-03 08:37:01,13,abouti,national
0612000003,+33755443322,2025-06-01 21:34:20,28,abouti,international
0612000001,+33788991100,2025-06-01 07:10:29,16,abouti,international
0612000003,+33612345678,2025-06-03 18:05:41,20,abouti,international
0612000003,0661100003,2025-06-02 18:27:42,15,abouti,national
0612000001,0661100005,2025-06-03 11:01:53,9,echoue,national
0612000001,0661100002,2025-06-03 06:05:15,25,abouti,national
0612000002,0661100007,2025-06-01 14:49:24,14,abouti,national
0612000003,+32477000111,2025-06-02 20:11:15,19,abouti,international
0612000002,0661100001,2025-06-03 13:47:13,10,abouti,national
0612000001,0661100007,2025-06-02 09:29:20,21,abouti,national
0612000003,0661100007,2025-06-04 20:44:54,13,abouti,national
0612000002,0661100005,2025-06-01 13:35:43,27,abouti,national
0612000002,0661100008,2025-06-01 12:28:04,22,abouti,national
0612000001,+33755443322,2025-06-02 06:32:25,25,abouti,international
0612000002,+33698765432,2025-06-01 17:45:28,23,abouti,international
0612000002,+33788991100,2025-06-03 12:59:57,17,abouti,international
0612000001,0661100004,2025-06-04 10:38:28,11,abouti,national
0612000002,0661100007,2025-06-04 16:33:40,26,abouti,national
0612000003,0661100001,2025-06-02 22:38:30,28,abouti,national
0612000001,+33788991100,2025-06-04 11:51:39,10,abouti,international
0612000003,0661100001,2025-06-03 18:11:28,16,abouti,national
0612000003,+32477000111,2025-06-04 18:13:48,13,abouti,international
0612000001,0661100006,2025-06-02 07:32:42,15,echoue,national
0612000003,0661100001,2025-06-01 22:11:14,10,abouti,national
0612000003,0661100006,2025-06-03 21:00:32,27,abouti,national
0612000002,0661100006,2025-06-02 15:19:30,11,abouti,national
0612000001,0661100003,2025-06-04 06:47:26,14,abouti,national
0612000001,+33612345678,2025-06-04 11:04:32,19,abouti,international
0612000001,0661100007,2025-06-03 11:37:19,22,abouti,national
0612000001,0661100008,2025-06-02 07:38:41,14,abouti,national
0612000003,0661100002,2025-06-02 21:20:10,28,abouti,national
0612000002,+33698765432,2025-06-03 12:37:46,8,abouti,international
0612000003,+33612345678,2025-06-01 21:21:51,26,echoue,international
0612000003,+32477000111,2025-06-04 18:50:48,10,abouti,international
0612000003,+33698765432,2025-06-02 18:04:37,9,abouti,international
0612000003,0661100008,2025-06-01 20:58:26,10,abouti,national
0612000003,0661100004,2025-06-04 19:07:50,16,abouti,national
0612000002,0661100002,2025-06-02 15:02:36,22,abouti,national
0612000003,0661100008,2025-06-03 22:43:08,16,abouti,national
0612000002,+33612345678,2025-06-01 12:29:37,9,abouti,international
0612000003,0661100008,2025-06-02 19:47:35,12,echoue,national
0612000001,0661100001,2025-06-04 11:26:18,13,abouti,national
0660100001,0669000005,2025-06-03 19:57:53,206,abouti,national
0612000003,0661100007,2025-06-03 19:39:38,18,echoue,national
0612000003,+33788991100,2025-06-02 21:11:46,20,abouti,international
0612000002,+33755443322,2025-06-04 14:40:19,21,echoue,international
0612000003,0661100003,2025-06-01 20:26:23,10,abouti,national
0612000001,0662200001,2025-06-02 09:58:08,20,echoue,national
0612000001,+32499887766,2025-06-02 06:51:42,15,abouti,international
0612000001,0661100004,2025-06-01 07:29:09,25,abouti,national
0612000003,+33788991100,2025-06-03 22:52:12,25,abouti,international
0612000001,0661100007,2025-06-04 10:55:09,28,echoue,national
0612000002,0661100007,2025-06-04 14:25:21,18,abouti,national
0612000001,0661100004,2025-06-01 06:05:54,11,abouti,national
0612000003,0661100008,2025-06-03 20:53:03,19,echoue,national
0612000002,0661100008,2025-06-01 12:04:19,22,abouti,national
0612000002,0661100006,2025-06-04 15:49:15,27,echoue,national
0612000003,0661100002,2025-06-01 21:47:49,8,abouti,national
0612000001,0661100005,2025-06-02 09:57:14,8,abouti,national
0612000003,+32477000111,2025-06-04 19:24:56,9,abouti,international
0612000003,0661100003,2025-06-03 21:30:58,8,abouti,national
0612000001,0661100004,2025-06-01 07:23:10,28,abouti,national
0612000002,0661100002,2025-06-02 13:02:52,28,echoue,national
0612000001,0661100003,2025-06-03 06:45:34,16,abouti,national
0612000003,+33755443322,2025-06-03 21:54:14,28,abouti,international
0612000002,+33612345678,2025-06-03 15:41:42,21,abouti,international
0612000002,0661100004,2025-06-03 12:23:39,15,abouti,national
0612000002,+32499887766,2025-06-03 17:48:00,10,abouti,international
0612000003,0661100004,2025-06-03 21:59:07,27,abouti,national
0612000003,+33612345678,2025-06-01 19:41:43,27,abouti,international
0612000002,0661100003,2025-06-02 13:29:04,23,abouti,national
0612000002,+33612345678,2025-06-03 16:47:09,26,abouti,international
0612000003,+33788991100,2025-06-02 20:58:37,26,abouti,international
0612000002,+32477000111,2025-06-01 16:46:42,18,abouti,international
0612000001,0662200002,2025-06-02 08:46:37,239,abouti,national
0612000003,+32499887766,2025-06-04 22:02:35,27,echoue,international
0612000001,0661100005,2025-06-02 11:21:17,24,abouti,national
0612000003,0661100001,2025-06-01 22:54:55,20,abouti,national
0612000002,0661100004,2025-06-04 17:36:01,16,abouti,national
0612000002,+33788991100,2025-06-04 14:08:19,18,abouti,international
0612000003,0661100006,2025-06-03 21:17:27,14,abouti,national
0612000001,0662200002,2025-06-03 11:12:39,109,abouti,national
0612000002,0661100005,2025-06-04 14:11:25,28,abouti,national
0612000002,+33788991100,2025-06-02 15:20:26,24,abouti,international
0612000001,0661100007,2025-06-02 09:59:19,14,abouti,national
0612000003,0661100008,2025-06-01 18:36:54,18,abouti,national
0612000003,+32477000111,2025-06-02 20:48:14,13,abouti,international
0612000002,0661100008,2025-06-03 12:44:35,25,abouti,national
0612000002,+32499887766,2025-06-04 17:55:52,15,abouti,international
0612000002,0661100002,2025-06-01 14:55:23,24,abouti,national
0612000002,0661100003,2025-06-01 15:01:16,27,abouti,national
0612000002,0661100004,2025-06-02 12:59:45,19,abouti,national
0612000002,+33755443322,2025-06-03 16:51:48,23,abouti,international
0660100001,0669000001,2025-06-01 08:33:47,343,abouti,national
0612000002,0661100003,2025-06-04 12:00:44,10,abouti,national
0612000003,0661100001,2025-06-02 21:46:56,15,abouti,national
0612000003,0661100008,2025-06-03 21:28:11,19,abouti,national
0612000001,+32477000111,2025-06-01 11:08:02,9,abouti,international
0612000002,0661100007,2025-06-04 16:56:12,14,abouti,national
0612000002,0661100006,2025-06-01 17:04:15,26,abouti,national
0612000002,+33788991100,2025-06-01 17:25:23,8,abouti,international
0612000001,0661100008,2025-06-03 06:24:28,17,abouti,national
0612000002,+33698765432,2025-06-04 12:50:21,11,abouti,international
0612000002,0661100003,2025-06-04 16:35:10,22,abouti,national
0612000001,0661100004,2025-06-04 09:41:56,15,abouti,national
0612000003,+33698765432,2025-06-04 19:42:33,21,abouti,international
0612000001,0661100005,2025-06-02 06:46:57,24,abouti,national
0612000002,+33612345678,2025-06-01 12:45:05,28,abouti,international
0612000003,+32477000111,2025-06-03 21:26:32,8,abouti,international
0612000001,0661100002,2025-06-01 08:57:02,16,abouti,national
0612000002,+33755443322,2025-06-02 17:35:59,23,abouti,international
0612000002,0661100003,2025-06-03 12:42:06,12,abouti,national
0612000003,0661100006,2025-06-02 21:44:56,26,abouti,national
0612000003,+33755443322,2025-06-04 18:03:55,26,abouti,international
0612000002,+33788991100,2025-06-03 16:13:59,23,echoue,international
0612000001,0661100008,2025-06-03 09:55:09,25,abouti,national
0612000001,0661100004,2025-06-01 08:59:34,20,abouti,national
0612000001,0661100006,2025-06-04 06:02:37,12,abouti,national
0612000002,0661100007,2025-06-01 16:56:25,13,abouti,national
0612000003,+33788991100,2025-06-04 21:16:41,24,abouti,international
0612000003,0661100003,2025-06-02 20:32:20,27,echoue,national
0612000001,+33755443322,2025-06-04 06:40:06,28,abouti,international
0612000002,+33755443322,2025-06-03 13:54:33,26,abouti,international
0612000001,0661100004,2025-06-03 11:22:23,26,abouti,national
0612000003,+33755443322,2025-06-04 21:57:39,24,abouti,international
0612000003,+33755443322,2025-06-02 18:32:08,20,abouti,international
0612000002,+33755443322,2025-06-03 12:48:15,27,abouti,international
0612000001,+32499887766,2025-06-02 10:49:30,16,abouti,international
0612000002,0661100005,2025-06-04 13:09:04,23,abouti,national
0612000003,0661100006,2025-06-01 18:31:17,17,abouti,national
0612000001,0661100003,2025-06-03 06:10:15,25,abouti,national
0612000003,0661100003,2025-06-04 18:36:48,23,abouti,national
0660100001,0669000004,2025-06-03 17:36:42,405,abouti,national
0612000002,0661100008,2025-06-04 17:31:26,10,abouti,national
0612000003,0661100005,2025-06-03 18:53:38,18,abouti,national
0612000001,0661100008,2025-06-03 06:18:30,22,abouti,national
0612000001,+32499887766,2025-06-04 06:16:58,23,abouti,international
0612000001,0661100003,2025-06-01 06:21:17,14,abouti,national
0612000003,0661100003,2025-06-02 19:11:22,22,abouti,national
0612000002,0661100008,2025-06-01 16:53:49,12,abouti,national
0612000002,+32477000111,2025-06-02 12:33:26,21,abouti,international
0612000001,0661100006,2025-06-02 06:49:17,28,abouti,national
0612000002,0661100003,2025-06-03 15:26:09,23,abouti,national
0612000002,0661100001,2025-06-03 14:39:49,10,abouti,national
0612000002,+32477000111,2025-06-03 12:47:21,17,abouti,international
0612000002,0662300002,2025-06-04 13:44:55,78,abouti,national
0612000003,+33788991100,2025-06-02 18:09:05,15,abouti,international
0612000001,0661100003,2025-06-03 11:57:18,19,echoue,national
0612000002,0661100008,2025-06-02 12:15:50,8,abouti,national
0612000002,0661100001,2025-06-01 16:02:50,17,abouti,national
0612000001,0661100008,2025-06-02 11:31:54,16,abouti,national
0612000002,0661100006,2025-06-03 12:48:17,17,abouti,national
0612000002,+33755443322,2025-06-04 12:41:54,9,abouti,international
0612000003,0661100008,2025-06-04 18:03:00,16,abouti,national
0612000001,0661100003,2025-06-04 07:03:50,14,abouti,national
0612000003,+33612345678,2025-06-02 20:15:42,9,abouti,international
0612000001,0661100004,2025-06-01 08:53:40,13,echoue,national
0612000001,+33755443322,2025-06-03 10:46:09,10,abouti,international
0612000002,+33755443322,2025-06-04 15:23:25,24,abouti,international
0612000003,0661100002,2025-06-02 20:54:33,20,abouti,national
0612000002,0661100004,2025-06-04 14:23:07,25,abouti,national
0612000002,0661100007,2025-06-04 14:52:54,12,abouti,national
0612000003,+32499887766,2025-06-02 18:02:13,18,abouti,international
0612000002,+33698765432,2025-06-03 15:17:03,13,abouti,international
0612000001,+32477000111,2025-06-01 06:42:14,17,abouti,international
0612000001,0661100001,2025-06-01 11:35:45,12,echoue,national
0612000001,0662200002,2025-06-01 11:34:02,21,abouti,national
0612000001,0661100002,2025-06-04 08:34:16,8,abouti,national
0612000003,0662400001,2025-06-04 19:45:21,72,abouti,national
0612000002,+32499887766,2025-06-04 12:19:43,10,abouti,international
0612000001,0661100004,2025-06-02 10:37:44,17,echoue,national
0612000001,0661100002,2025-06-04 09:18:38,14,abouti,national
0612000001,0662200001,2025-06-01 09:01:11,233,abouti,national
0612000003,0661100002,2025-06-02 22:46:04,27,abouti,national
0612000001,0661100007,2025-06-03 06:55:37,17,abouti,national
0612000001,0661100003,2025-06-02 07:32:30,17,abouti,national
0612000002,0661100003,2025-06-04 12:13:37,20,abouti,national
0612000003,0661100004,2025-06-01 20:10:28,12,abouti,national
0612000003,0661100006,2025-06-04 22:42:29,15,abouti,national
0612000002,+33612345678,2025-06-01 15:33:23,24,abouti,international
0612000003,0661100003,2025-06-03 19:36:38,12,abouti,national
0612000002,0662300001,2025-06-02 13:46:29,210,abouti,national
0612000002,0661100003,2025-06-03 12:08:30,22,abouti,national
0660100001,0669000004,2025-06-01 14:53:37,320,abouti,national
0612000001,0661100001,2025-06-02 09:22:14,15,abouti,national
0612000002,0661100001,2025-06-01 16:01:24,19,abouti,national
0612000001,0661100002,2025-06-04 09:43:59,10,abouti,national
0612000002,+33755443322,2025-06-02 15:01:38,26,abouti,international
0612000003,+32499887766,2025-06-04 22:51:36,18,abouti,international
0612000001,+32499887766,2025-06-04 06:37:24,28,abouti,international
0660100001,0669000005,2025-06-04 15:06:39,174,abouti,national
0612000001,0661100004,2025-06-01 06:05:13,24,abouti,national
0612000001,0661100002,2025-06-03 06:25:31,26,abouti,national
0612000003,0661100007,2025-06-04 21:30:22,25,echoue,national
0612000003,+33788991100,2025-06-02 20:12:51,18,echoue,international
0612000002,0661100008,2025-06-01 16:04:45,14,echoue,national
0612000003,+33612345678,2025-06-01 21:44:25,12,abouti,international
0612000002,+33612345678,2025-06-04 13:11:27,11,abouti,international
0612000001,+33788991100,2025-06-02 11:05:18,26,abouti,international
0612000003,0661100008,2025-06-04 20:06:26,22,abouti,national
0612000001,0662200002,2025-06-04 07:48:48,212,abouti,national
0612000003,+33788991100,2025-06-01 21:38:03,13,abouti,international
0612000002,0661100006,2025-06-01 13:38:03,11,echoue,national
0612000003,+33755443322,2025-06-03 18:31:57,16,abouti,international
0612000002,+33698765432,2025-06-03 13:33:45,25,echoue,international
0612000003,0661100004,2025-06-04 18:40:46,15,abouti,national
0660100001,0669000002,2025-06-02 13:58:43,423,abouti,national
0612000001,0662200001,2025-06-01 10:33:00,11,abouti,national
0612000002,0661100003,2025-06-04 17:40:27,14,abouti,national
0612000001,0661100005,2025-06-04 10:01:38,16,echoue,national
0612000001,+33788991100,2025-06-02 06:43:46,14,abouti,international
0612000001,0661100005,2025-06-04 06:05:58,18,abouti,national
0612000001,0661100007,2025-06-02 09:24:21,22,abouti,national
0612000002,0661100003,2025-06-01 15:32:36,8,abouti,national
0612000003,0661100006,2025-06-04 20:17:56,13,abouti,national
0612000003,0661100005,2025-06-03 19:56:22,23,abouti,national
0612000002,0661100005,2025-06-04 14:45:13,10,abouti,national
0612000001,0661100002,2025-06-03 08:28:56,28,echoue,national
0612000001,0661100007,2025-06-02 06:02:45,8,abouti,national
0612000001,+33755443322,2025-06-04 06:41:04,22,abouti,international
0612000001,+33612345678,2025-06-01 10:06:04,19,abouti,international
0612000001,0661100008,2025-06-04 10:03:43,23,abouti,national
0612000003,0661100007,2025-06-03 20:04:19,24,echoue,national
0612000003,0661100005,2025-06-01 20:01:37,9,abouti,national
0612000003,+32499887766,2025-06-01 18:19:10,16,abouti,international
0612000002,0661100004,2025-06-02 17:54:32,18,abouti,national
0612000002,0661100001,2025-06-04 12:36:42,13,abouti,national
0612000003,0661100007,2025-06-02 21:03:24,21,abouti,national
0612000002,0661100002,2025-06-04 13:01:05,18,abouti,national
0612000001,0661100005,2025-06-03 07:02:14,22,abouti,national
0612000003,0662400002,2025-06-03 22:51:54,18,abouti,national
0612000003,0661100002,2025-06-04 22:35:33,13,echoue,national
0612000001,0661100001,2025-06-04 07:07:08,23,abouti,national
0612000002,0661100001,2025-06-04 17:48:15,19,abouti,national
0612000003,0661100006,2025-06-04 18:08:12,21,abouti,national
0612000003,0661100006,2025-06-04 18:12:46,8,abouti,national
0612000003,0662400002,2025-06-04 21:39:24,12,echoue,national
0612000001,0661100007,2025-06-02 10:50:02,10,abouti,national
0612000002,0661100007,2025-06-03 15:58:03,12,abouti,national
0612000003,0661100006,2025-06-01 18:05:41,16,abouti,national
0612000002,+33755443322,2025-06-02 13:39:40,28,abouti,international
0612000001,+33612345678,2025-06-03 10:55:54,8,abouti,international
0612000002,0661100005,2025-06-01 14:51:38,23,echoue,national
0612000003,0661100007,2025-06-03 18:52:33,25,abouti,national
0612000001,0662200001,2025-06-04 08:12:11,199,abouti,national
0612000001,0661100001,2025-06-02 06:24:55,23,abouti,national
0612000002,0661100001,2025-06-04 12:30:17,10,abouti,national
0612000003,0661100007,2025-06-03 18:11:23,19,abouti,national
0612000002,+33612345678,2025-06-02 12:29:51,12,abouti,international
0612000002,0661100004,2025-06-04 15:06:43,25,abouti,national
0612000003,0661100006,2025-06-04 19:37:32,9,abouti,national
0660100001,0669000003,2025-06-02 11:39:45,411,abouti,national
0612000001,+33698765432,2025-06-01 08:10:16,14,abouti,international
0612000001,0661100001,2025-06-02 08:21:34,21,abouti,national
0612000001,0661100002,2025-06-02 10:54:43,26,abouti,national
0612000002,+33788991100,2025-06-04 12:24:48,12,abouti,international
0612000002,+33698765432,2025-06-04 12:36:15,20,abouti,international
0612000001,0661100002,2025-06-01 06:48:21,10,abouti,national
0612000002,+33788991100,2025-06-01 17:38:45,22,abouti,international
0660100001,0669000005,2025-06-01 10:06:24,370,abouti,national
0612000003,+33612345678,2025-06-01 21:40:04,23,abouti,international
0612000001,+33698765432,2025-06-04 11:55:20,28,abouti,international
0612000001,0661100008,2025-06-02 10:06:27,21,abouti,national
0612000003,+33755443322,2025-06-01 18:46:29,19,abouti,international
0612000001,0661100008,2025-06-04 10:18:20,13,abouti,national
0612000002,0661100001,2025-06-04 12:57:33,15,abouti,national
0612000002,0661100004,2025-06-02 12:14:07,12,abouti,national
0612000001,0661100004,2025-06-02 09:42:07,16,abouti,national
0612000003,+32477000111,2025-06-04 18:57:20,24,abouti,international
0612000003,+33612345678,2025-06-03 18:32:36,26,abouti,international
0612000001,0662200001,2025-06-02 07:13:47,168,abouti,national
0612000002,0661100006,2025-06-03 12:16:41,15,abouti,national
0612000001,+33755443322,2025-06-01 07:09:40,10,abouti,international
0612000003,0661100004,2025-06-01 20:13:33,17,abouti,national
0612000002,0661100002,2025-06-02 12:39:56,10,abouti,national
0612000003,0661100005,2025-06-03 21:22:10,10,abouti,national
0612000002,+32499887766,2025-06-02 15:40:46,15,abouti,international
0612000001,+32499887766,2025-06-04 09:09:42,25,echoue,international
0612000001,+32499887766,2025-06-02 06:14:12,22,abouti,international
0612000002,+33755443322,2025-06-04 16:31:40,13,abouti,international
0612000003,+33612345678,2025-06-04 19:26:28,12,abouti,international
0612000003,0661100007,2025-06-02 22:19:15,23,abouti,national
0612000001,0661100003,2025-06-04 10:38:05,27,echoue,national
0612000001,0662200002,2025-06-02 07:43:47,20,abouti,national
0612000002,+33698765432,2025-06-03 14:06:38,9,abouti,international
0612000003,+32477000111,2025-06-04 19:21:57,20,abouti,international
0612000003,+33612345678,2025-06-04 19:29:46,12,abouti,international
0612000003,+32499887766,2025-06-02 18:18:16,18,abouti,international
0612000001,+33755443322,2025-06-01 08:14:00,10,echoue,international
0612000002,+33755443322,2025-06-04 15:57:51,11,abouti,international
0612000001,+33755443322,2025-06-01 10:02:39,24,abouti,international
0612000003,0661100002,2025-06-03 22:43:57,15,abouti,national
0612000003,0661100001,2025-06-02 19:07:02,26,echoue,national
0612000003,+33755443322,2025-06-01 18:02:06,22,abouti,international
0612000001,+33788991100,2025-06-01 06:45:41,25,abouti,international
0612000002,0661100002,2025-06-03 17:51:58,15,abouti,national
0612000001,+32499887766,2025-06-02 08:28:57,16,abouti,international
0612000003,0661100001,2025-06-01 21:07:00,19,echoue,national
0612000002,+33788991100,2025-06-02 12:54:10,28,abouti,international
0612000001,0661100006,2025-06-01 06:56:55,26,abouti,national
0612000002,0661100006,2025-06-01 12:02:03,17,abouti,national
0612000002,+33612345678,2025-06-02 15:37:21,26,abouti,international
0612000002,0661100003,2025-06-02 12:19:10,18,abouti,national
0612000003,+33788991100,2025-06-01 18:25:32,16,abouti,international
0612000002,0661100005,2025-06-02 16:13:12,16,abouti,national
0612000002,0661100005,2025-06-02 12:35:34,17,abouti,national
0612000002,0661100005,2025-06-02 13:12:40,17,echoue,national
0612000001,0661100004,2025-06-04 07:22:03,22,abouti,national
0612000001,0661100005,2025-06-03 11:58:38,15,abouti,national
0612000002,+32499887766,2025-06-04 14:28:21,27,abouti,international
0612000001,0661100002,2025-06-01 10:56:08,12,abouti,national
0612000002,0661100004,2025-06-04 12:06:27,10,abouti,national
0660100001,0669000005,2025-06-03 14:51:00,114,abouti,national
0612000001,0661100005,2025-06-03 06:40:13,10,abouti,national
0660100001,0669000001,2025-06-03 18:16:09,413,abouti,national
0612000001,0661100005,2025-06-01 11:05:40,18,echoue,national
0612000001,+32499887766,2025-06-02 06:22:19,15,abouti,international
0612000001,0661100001,2025-06-01 08:34:49,23,abouti,national
0612000003,0661100002,2025-06-04 18:37:39,23,abouti,national
0612000003,+33755443322,2025-06-02 19:12:52,28,abouti,international
0612000002,+33698765432,2025-06-02 17:56:02,18,abouti,international
0612000001,+33755443322,2025-06-01 07:29:24,15,abouti,international
0612000003,0661100008,2025-06-04 20:57:16,17,abouti,national
0612000003,0661100005,2025-06-01 22:29:00,17,abouti,national
0612000003,0661100004,2025-06-02 21:58:51,11,abouti,national
0612000001,0661100006,2025-06-01 11:18:38,28,abouti,national
0612000003,0661100003,2025-06-01 19:23:42,28,echoue,national
0612000002,+33788991100,2025-06-02 15:26:37,28,abouti,international
0612000003,0661100006,2025-06-02 21:50:40,25,echoue,national
0612000003,0661100005,2025-06-02 18:20:28,15,abouti,national
0612000003,0661100003,2025-06-03 18:43:39,11,abouti,national
0612000001,0662200002,2025-06-03 09:46:19,23,abouti,national
0612000001,0661100007,2025-06-02 06:19:42,18,abouti,national
0612000002,0661100002,2025-06-02 14:18:34,16,abouti,national
0660100001,0669000004,2025-06-04 19:41:35,181,abouti,national
0612000003,0661100001,2025-06-04 18:19:26,12,abouti,national
0612000003,+33755443322,2025-06-01 18:28:04,10,abouti,international
0612000003,+33788991100,2025-06-01 21:43:41,15,abouti,international
0612000001,+33698765432,2025-06-03 10:31:02,11,abouti,international
0612000001,0661100001,2025-06-01 10:59:48,26,abouti,national
0612000003,+32477000111,2025-06-01 18:53:15,20,abouti,international
0612000001,0661100008,2025-06-01 06:26:14,26,abouti,national
0612000002,0661100005,2025-06-03 17:46:17,21,echoue,national
0612000002,0662300002,2025-06-03 16:15:44,102,abouti,national
0612000003,+33698765432,2025-06-03 18:26:48,15,abouti,international
0612000001,0661100002,2025-06-03 06:55:30,10,abouti,national
0612000001,0661100002,2025-06-02 06:38:32,20,abouti,national
0612000001,0662200002,2025-06-01 08:50:59,150,abouti,national
0612000003,0661100008,2025-06-03 19:44:15,19,abouti,national
0612000003,0661100003,2025-06-03 21:18:01,14,abouti,national
0612000001,0662200001,2025-06-03 08:18:42,10,echoue,national
0612000003,+33788991100,2025-06-01 19:04:14,11,abouti,international
0612000001,0661100004,2025-06-04 10:08:24,19,abouti,national
0612000001,+33612345678,2025-06-01 08:42:41,15,abouti,international
0612000002,+33612345678,2025-06-03 13:57:32,18,echoue,international
0612000003,0661100002,2025-06-03 21:38:18,18,abouti,national
0612000002,0661100008,2025-06-03 15:40:43,19,echoue,national
0612000003,0661100004,2025-06-04 22:41:24,22,echoue,national
0612000002,0661100006,2025-06-01 17:02:46,21,abouti,national
0612000003,+33698765432,2025-06-03 18:53:17,9,abouti,international
0612000002,0661100005,2025-06-03 16:13:55,8,abouti,national
0612000001,0661100001,2025-06-01 07:43:20,9,abouti,national
0612000001,0662200002,2025-06-04 09:23:07,21,abouti,national
0612000003,+33612345678,2025-06-02 19:18:31,10,abouti,international
0612000002,0661100007,2025-06-04 12:05:25,20,abouti,national
0612000001,0661100008,2025-06-04 07:02:44,15,abouti,national
0612000002,+32477000111,2025-06-02 12:28:05,18,abouti,international
0612000001,+33788991100,2025-06-02 07:25:15,11,echoue,international
0612000003,+33788991100,2025-06-03 20:49:52,28,abouti,international
0612000002,0661100002,2025-06-01 17:20:41,13,echoue,national
0612000002,0661100006,2025-06-01 12:41:12,27,abouti,national
0612000003,0661100007,2025-06-01 22:26:14,18,abouti,national
0612000003,+32499887766,2025-06-04 20:16:29,9,echoue,international
0612000001,0661100007,2025-06-04 06:05:50,8,abouti,national
0612000002,0661100005,2025-06-04 17:10:20,16,abouti,national
0612000002,0661100002,2025-06-04 17:35:32,25,abouti,national
0612000003,+32499887766,2025-06-01 18:01:07,13,abouti,international
0612000001,0661100008,2025-06-04 06:51:07,10,abouti,national
0612000002,0661100005,2025-06-02 16:17:35,14,abouti,national
0612000002,+32477000111,2025-06-01 14:54:07,22,echoue,international
0612000003,+33612345678,2025-06-01 21:17:05,12,abouti,international
0612000001,+32477000111,2025-06-02 07:49:27,24,abouti,international
0612000001,0661100003,2025-06-01 06:48:51,21,abouti,national
0612000003,0661100008,2025-06-01 19:45:06,26,echoue,national
0612000003,0662400001,2025-06-03 20:26:50,129,abouti,national
0612000002,0661100007,2025-06-04 13:31:14,26,abouti,national
0612000002,0661100002,2025-06-03 12:03:42,22,abouti,national
0612000002,+33612345678,2025-06-03 17:45:09,9,abouti,international
0612000002,0661100006,2025-06-04 17:13:51,27,abouti,national
0612000003,0661100007,2025-06-02 22:56:24,23,echoue,national
0612000001,0661100001,2025-06-03 10:28:10,9,echoue,national
0612000001,0661100004,2025-06-04 10:33:42,27,abouti,national
0612000002,+32477000111,2025-06-01 16:16:47,15,echoue,international
0660100001,0669000003,2025-06-02 19:35:55,424,abouti,national
0612000002,0661100007,2025-06-01 13:19:41,10,echoue,national
0612000003,0661100007,2025-06-01 20:23:59,26,abouti,national
0612000001,0661100006,2025-06-03 10:30:50,20,abouti,national
0612000001,+33698765432,2025-06-03 11:39:43,22,echoue,international
0612000002,0661100002,2025-06-01 14:32:23,8,abouti,national
0612000001,0661100002,2025-06-02 06:21:01,16,abouti,national
0612000002,+33612345678,2025-06-02 12:53:07,12,abouti,international
0612000002,0662300001,2025-06-03 12:23:25,162,abouti,national
0612000002,0661100007,2025-06-04 12:31:54,28,abouti,national
0612000002,0661100003,2025-06-02 13:29:13,18,abouti,national
0612000001,0661100005,2025-06-03 06:53:12,15,abouti,national
0612000002,0661100006,2025-06-03 15:52:58,18,abouti,national
0612000003,0661100006,2025-06-03 19:24:35,24,abouti,national
0612000001,0661100006,2025-06-01 10:56:04,22,abouti,national
0612000002,+33612345678,2025-06-03 16:22:19,22,abouti,international
0612000001,0661100005,2025-06-03 07:14:41,10,abouti,national
0612000001,0661100003,2025-06-03 11:43:50,20,echoue,national
0612000002,+33612345678,2025-06-03 16:36:53,18,abouti,international
0612000002,+33612345678,2025-06-01 12:39:38,20,abouti,international
0612000003,0661100008,2025-06-02 18:28:19,16,abouti,national
0612000003,+33755443322,2025-06-03 18:12:52,12,abouti,international
0612000001,0661100005,2025-06-01 11:54:16,9,abouti,national
0612000002,0661100007,2025-06-01 15:39:22,10,abouti,national
0612000002,0661100006,2025-06-04 12:59:54,8,abouti,national
0612000002,0661100002,2025-06-04 14:38:39,8,echoue,national
0612000003,0661100002,2025-06-03 19:59:06,25,abouti,national
0612000002,0661100001,2025-06-03 13:43:51,8,abouti,national
0612000001,0661100007,2025-06-04 11:27:54,24,abouti,national
0612000003,0661100004,2025-06-01 20:41:03,11,abouti,national
0612000003,0661100001,2025-06-04 18:24:00,25,abouti,national
0612000002,0661100002,2025-06-04 17:34:13,28,abouti,national
0612000003,+33788991100,2025-06-01 18:15:09,18,abouti,international
0612000003,+32499887766,2025-06-03 18:35:03,20,abouti,international
0612000001,0661100002,2025-06-01 09:03:25,14,abouti,national
0612000002,0661100008,2025-06-04 15:10:21,20,abouti,national
0612000002,+32477000111,2025-06-01 12:28:06,18,abouti,international
0612000001,0661100006,2025-06-02 11:23:30,25,abouti,national
0612000001,0661100002,2025-06-01 08:56:36,10,abouti,national
0612000001,0661100005,2025-06-02 11:21:22,15,abouti,national
0660100001,0669000004,2025-06-01 13:32:56,274,abouti,national
0612000002,+32499887766,2025-06-03 12:11:39,28,abouti,international
0612000002,+33698765432,2025-06-01 13:55:09,19,abouti,international
